timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-24T18:17:53,Face_embedding,fa3ff1f8-25b7-4b27-ab18-8f07cec3779c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,62.296223750017816,3.6067980429147135e-05,5.789753898066225e-07,6.290700000000001,0.020999999999999998,3.0,9.573241431126476e-05,7.110997214348703e-05,4.0385309202514084e-05,0.0002072276956572659,Spain,ESP,catalonia,,,macOS-15.6-arm64-arm-64bit-Mach-O,3.13.5,3.0.5,8,Apple M2,1,Apple M2,2.1181,41.383,16.0,machine,N,1.0
