timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-10-12T17:04:14,Face_embedding,814f790e-ec48-4b60-b9d8-1f64f03f421b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,165.78394191700136,2.8781888945671716e-05,1.736108371707145e-07,0.2325,0.0093,3.0,2.1713981856420373e-05,4.451372501117635e-05,9.913792913166617e-05,0.00016536563599926294,Spain,ESP,catalonia,,,macOS-15.6-arm64-arm-64bit-Mach-O,3.13.5,3.0.5,8,Apple M2,1,Apple M2,2.1669,41.3768,16.0,machine,N,1.0
